original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Fellowship of daily intercession in war time. 77X 48, pp. 24, 3d. ..SIMPKIN, July 16",78,86,,,Fellowship of daily intercession in war time.,,"77X 48, pp. 24, 3d. ..",SIMPKIN,July 16
"Femau (Hermann)--Because I am a German. Ed. w. intro. by T. W. Rolleston. Cr. 8vo. 71 x 41, pp. 154, 28. 6d. net CONSTABLE, May 16",78,86,,Femau (Hermann),Because I am a German. Ed. w. intro. by T. W. Rolleston.,Cr. 8vo.,"71 x 41, pp. 154, 28. 6d. net",CONSTABLE,May 16
"Fenn (E. A. Humphery)—Control: an address to scoutmasters, and to all who are at work, or who are about to work, among boys. 18mo. 7 X 43, pp. 32, swd., 6d. net HEFFER, Feb. 16",78,86,,Fenn (E. A. Humphery),"Control: an address to scoutmasters, and to all who are at work, or who are about to work, among boys.",18mo.,"7 X 43, pp. 32, swd., 6d. net",HEFFER,Feb. 16
"Fenn (G. Man ville)—To win or to die. Cheaper ed.' Cr. 8vo. 7* 5, pp. 408, 2s. 6d. PARTRIDGE, Sep. 16",78,86,,Fenn (G. Man ville),To win or to die. Cheaper ed.',Cr. 8vo.,"7* 5, pp. 408, 2s. 6d.",PARTRIDGE,Sep. 16
"Fenn (George M.)-- Jungle and stream. New ed. Cr. 8vo. 28, 6d. PARTRIDGE, Sep. 16",78,86,,Fenn (George M.),Jungle and stream. New ed.,Cr. 8vo.,"28, 6d.",PARTRIDGE,Sep. 16
"Fenollosa (Ernest)- Certain noble plays of Japan. Fr. MS. of E. F., chosen and finished by Ezra Pound. 81 x6, pp. 72 ..CUALA PR., Oct. 16",78,86,,Fenollosa (Ernest),"Certain noble plays of Japan. Fr. MS. of E. F., chosen and finished by Ezra Pound.",,"81 x6, pp. 72",CUALA PR.,Oct. 16
"Fenton (Frederick B.)-Poems of peace and war. 5£x 44, pp. 72, is. net .HEATH, C., Oct. 16",78,86,,Fenton (Frederick B.),Poems of peace and war.,,"5£x 44, pp. 72, is. net .","HEATH, C.",Oct. 16
"Fenton (Henry J. Horstman)—Physical chemistry for schools. Cr. 8vo. 74 x 5, pp. 224, 35. 6d. net CAMB. UNIV. PR., Jan. 16",78,86,,Fenton (Henry J. Horstman),Physical chemistry for schools.,Cr. 8vo.,"74 x 5, pp. 224, 35. 6d. net",CAMB. UNIV. PR.,Jan. 16
"Ferdinand of Bulgaria : the amazing career of a shoddy Czar. By the author of “The Real Kaiser.” Cr. 8vo. 8 X 5, pp. 280, 28. net MELROSE, A pr. 16",78,86,,,Ferdinand of Bulgaria : the amazing career of a shoddy Czar. By the author of “The Real Kaiser.”,Cr. 8vo.,"8 X 5, pp. 280, 28. net",MELROSE,A pr. 16
"Fergus (John)--The Sodger, and other verses. Cr. 8vo. 8 X 6, pp. 32, is. net GOWANS & G., Nov. 16",78,86,,Fergus (John),"The Sodger, and other verses.",Cr. 8vo.,"8 X 6, pp. 32, is. net",GOWANS & G.,Nov. 16
"Ferguson (Maxwell)—State regulation of railroads in the South. 10 x64, pp. 228, 75. (Columbia Univ. Studies) .P. S. KING, Sep. 16",78,86,,Ferguson (Maxwell),State regulation of railroads in the South.,,"10 x64, pp. 228, 75. (Columbia Univ. Studies) .",P. S. KING,Sep. 16
"Fergusson (Robert)-Poetical works. Biog. intro. notes and glos., &c., by Robert Ford. Cr. 8vo. 73 x 51, pp. 315, 5s. net....A. GARDNER, Oct. 16",78,86,,Fergusson (Robert),"Poetical works. Biog. intro. notes and glos., &c., by Robert Ford.",Cr. 8vo.,"73 x 51, pp. 315, 5s. net....",A. GARDNER,Oct. 16
"Ferris (Lynn)-John Heathlyn of the Otway: 74 x 5, pp. 304, 6s. .HEATH, C., Oct. 16",79,87,,Ferris (Lynn),John Heathlyn of the Otway:,,"74 x 5, pp. 304, 6s.","HEATH, C.",Oct. 16
"Féval (Paul)-Deux contes : Le Petit gars ; La Mort de César. Ed. by A. C. Larmour. Cr. 8vo. IS. .E. ARNOLD, May 16",79,87,,Féval (Paul),Deux contes : Le Petit gars ; La Mort de César. Ed. by A. C. Larmour.,Cr. 8vo.,IS. .,E. ARNOLD,May 16
