original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Mathematical papers for admission into the Royal Military Academy and R.M. College for the years 1906–1915. Ed. by R. M. Milne. Cr. 8vo. 71x41, 6s. net....MACMILLAN, Mar. 16",148,156,,,Mathematical papers for admission into the Royal Military Academy and R.M. College for the years 1906–1915. Ed. by R. M. Milne.,Cr. 8vo.,"71x41, 6s. net....",MACMILLAN,Mar. 16
"Mathematical papers for admission into the Royal Military Academy and the Royal Military College, Sept.-Nov., 1915; do. Feb.. June, 1916. Ed. by R. M. Milne. Cr. 8vo. 77 x 5, swd. ea. Is. net MACMILLAN, Feb., Sep. 16",148,156,,,"Mathematical papers for admission into the Royal Military Academy and the Royal Military College, Sept.-Nov., 1915; do. Feb.. June, 1916. Ed. by R. M. Milne.",Cr. 8vo.,"77 x 5, swd. ea. Is. net",MACMILLAN,"Feb., Sep. 16"
"Mather (F. J.)-Estimates in art. Cr. 8vo. pp. 315, 6s. 6d. net ..SCRIBNERS, June 16",148,156,,Mather (F. J.),Estimates in art.,Cr. 8vo.,"pp. 315, 6s. 6d. net ..",SCRIBNERS,June 16
"Mather (Mary E.)The Yellow butterfly and other verses. Cr. 8vo. 71 x 5, 2s. 6d. net BELL, Feb. 16",148,156,,Mather (Mary E.),The Yellow butterfly and other verses.,Cr. 8vo.,"71 x 5, 2s. 6d. net",BELL,Feb. 16
"Mathers (Helen)-Comin' thro' the rye. Cr. 8vo. 77 x 5, pp. 445, Is. 3d. net ..SIMPKIN, Dec. 16",148,156,,Mathers (Helen),Comin' thro' the rye.,Cr. 8vo.,"77 x 5, pp. 445, Is. 3d. net ..",SIMPKIN,Dec. 16
"Matheson (C. M.)-Children of the desolate. Cr. 8vo. 78 X 5, pp. 319, 6s. .UNWIN, Aug. 16",148,156,,Matheson (C. M.),Children of the desolate.,Cr. 8vo.,"78 X 5, pp. 319, 6s. .",UNWIN,Aug. 16
"Mathews (Albert P.)--Physiological chemistry. 8vo. 91 x 58, 21s. net ....BAILLIÈRE, Feb. 16",148,156,,Mathews (Albert P.),Physiological chemistry.,8vo.,"91 x 58, 21s. net ....",BAILLIÈRE,Feb. 16
"Mathews (Basil)--Paul the dauntless. 8vo. 9 x 64, pp. 447, 1os. 6d. net PARTRIDGE, Od. 16",148,156,,Mathews (Basil),Paul the dauntless.,8vo.,"9 x 64, pp. 447, 1os. 6d. net",PARTRIDGE,Od. 16
"Mathews (Basil)-Yarns on African pioneers. 8vo. 81 x 4, pp. 95, 7d. net U.C.M.E., July 16",148,156,,Mathews (Basil),Yarns on African pioneers.,8vo.,"81 x 4, pp. 95, 7d. net",U.C.M.E.,July 16
"Mathews (Basil)— The Splendid quest : stories of knights on the pilgrims' way. New ed., rev. 75 x 5, PP. 208, 25. 6d. net .. JARROLD, Nov, 16",148,156,,Mathews (Basil),"The Splendid quest : stories of knights on the pilgrims' way. New ed., rev.",,"75 x 5, PP. 208, 25. 6d. net ..",JARROLD,"Nov, 16"
"Mathews (Gregory M.)—The Birds of Australia. Vol. 5, pts. 3 and 4. Vol. 6, pt. 1, 144 X 101. Subscrip. .....WITHERBY, June, Oct., Dec. 16",148,156,,Mathews (Gregory M.),"The Birds of Australia. Vol. 5, pts. 3 and 4. Vol. 6, pt. 1,",,144 X 101. Subscrip. .....,WITHERBY,"June, Oct., Dec. 16"
"Mathews (Shailer)—The Message of Jesus to our modern life : an outline Bible-study course of the American Institute of Sacred Literature. Cr. 8vo. 51 x 71, pp. 98, 25. net CAMB. UNIV. PR., Dec. 15",148,156,,Mathews (Shailer),The Message of Jesus to our modern life : an outline Bible-study course of the American Institute of Sacred Literature.,Cr. 8vo.,"51 x 71, pp. 98, 25. net",CAMB. UNIV. PR.,Dec. 15
"Mathieson (William Law)—Church and reform in Scotland. 8vo. 91 x6, pp. 390, ios. 6d. net MACLEHOSE, Nov, 16",148,156,,Mathieson (William Law),Church and reform in Scotland.,8vo.,"91 x6, pp. 390, ios. 6d. net",MACLEHOSE,"Nov, 16"
"Matriculation directory (London)--No. 71, Jan. 1916, with articles on text books. Cr. 8vo. 7x41, pp. 141, swd., is. net CLIVE, Jan. 16",148,156,,,"Matriculation directory (London)--No. 71, Jan. 1916, with articles on text books.",Cr. 8vo.,"7x41, pp. 141, swd., is. net",CLIVE,Jan. 16
"Matriculation English papers set at the Matricu- lation Exam. of the University of London, from January, 1908, to January, 1916, with model. answers to the last. Cr. 8vo. 7*4!, pp. 128, swd. Is. 6d....... .CLIVE, Mar. 16",148,156,,,"Matriculation English papers set at the Matricu- lation Exam. of the University of London, from January, 1908, to January, 1916, with model. answers to the last.",Cr. 8vo.,"7*4!, pp. 128, swd. Is. 6d.......",CLIVE,Mar. 16
"Matriculation history and geography papers : fifteen papers in modern history set at the matriculation examination of the University of London, with papers in history and geography set in 1910-1916, and model answers to the paper of January, 1916. Cr. 8vo. 5* x 41, pp. 88, swd. Is. 6d. CLIVE, Feb. 16",148,156,,,"Matriculation history and geography papers : fifteen papers in modern history set at the matriculation examination of the University of London, with papers in history and geography set in 1910-1916, and model answers to the paper of January, 1916.",Cr. 8vo.,"5* x 41, pp. 88, swd. Is. 6d.",CLIVE,Feb. 16
"Matriculation model answers : chemistry : being London University matriculation papers in chemistry from Sept. 1910 to Jan. 1916, with model answers. Cr. 8vo. 7X4, pp. 172, swd. CLIVE, Mar. 16",148,156,,,"Matriculation model answers : chemistry : being London University matriculation papers in chemistry from Sept. 1910 to Jan. 1916, with model answers.",Cr. 8vo.,"7X4, pp. 172, swd.",CLIVE,Mar. 16
"Matriculation model answers : Mechanics : being London Univ. Matric. papers in mechanics fr. Jan. 1910 to Jan. 1916, w. model ans. A. 8vo. 61 x 41, pp. 124, swd. 2s... CLIVE, May 16",148,156,,,"Matriculation model answers : Mechanics : being London Univ. Matric. papers in mechanics fr. Jan. 1910 to Jan. 1916, w. model ans.",A. 8vo.,"61 x 41, pp. 124, swd. 2s...",CLIVE,May 16
"Matsumura (Jinzo) ed.--Icones plantarum Koisi- kavenses; or, Figures w. brief descrip. charac- ters of new and rare plants, selected fr. the [Tokyo) University Herbarium. Vol. 3, nos. 2 and 3. Illus. 8vo. 91 x 61, ea. swd. 25. 6d. net WESLEY, June, Oct. 16",149,157,,Matsumura (Jinzo) ed.,"Icones plantarum Koisi- kavenses; or, Figures w. brief descrip. charac- ters of new and rare plants, selected fr. the [Tokyo) University Herbarium. Vol. 3, nos. 2 and 3. Illus.",8vo.,"91 x 61, ea. swd. 25. 6d. net",WESLEY,"June, Oct. 16"
"Matteson (Emma B.) and Newlands (Ethel M.)- A Laboratory manual of foods and cookery. Cr. 8vo. 71 x 5, 6s. 6d. net MACMILLAN, Oct. 16",149,157,,Matteson (Emma B.) and Newlands (Ethel M.),A Laboratory manual of foods and cookery.,Cr. 8vo.,"71 x 5, 6s. 6d. net",MACMILLAN,Oct. 16
"Matthews (Brander) and Thorndike (H. A.) eds.- Shaksperian studies. By members of the Dept. of Eng. and Compar. Literature in Columbia Univ. Medium 8vo. 97 x64, pp. 462, ios. net MILFORD, Aug. 16",149,157,,Matthews (Brander) and Thorndike (H. A.) eds.,Shaksperian studies. By members of the Dept. of Eng. and Compar. Literature in Columbia Univ.,Medium 8vo.,"97 x64, pp. 462, ios. net",MILFORD,Aug. 16
"Matthews (Caroline)-Experiences of a woman doctor in Serbia. 8vo. 9x5, pp. 247, 5s. net MILLS & B., Sep. 16",149,157,,Matthews (Caroline),Experiences of a woman doctor in Serbia.,8vo.,"9x5, pp. 247, 5s. net",MILLS & B.,Sep. 16
"Matthews (Harley)—Under the open sky. Cr. 8vo. 71 x 5, pp. 30, is. net ..MACDONALD, Dec. 16",149,157,,Matthews (Harley),Under the open sky.,Cr. 8vo.,"71 x 5, pp. 30, is. net ..",MACDONALD,Dec. 16
"Matthews (J. B.) and others-The Annual prac- tice, 1917. 255. net Matthews (R. Borlase)-The Aviation pocket. book for 1916. 18mo. 64 x 47, pp. 192, 3s. 60, net ..Č. LOCKWOOD, Apr. 16",149,157,,,,,,,
"Matthison (W.)-Cambridge : water colours. 8vo. 9 X 61, is. 6d. net .BLACK, Nov. 16",149,157,,Matthison (W.),Cambridge : water colours.,8vo.,"9 X 61, is. 6d. net .",BLACK,Nov. 16
"Maturin (B. W.)—Sermons and sermon notes. Cr. 8vo. 78 x 51, pp. 335, 6s, net LONGMANS, Oct. 16",149,157,,Maturin (B. W.),Sermons and sermon notes.,Cr. 8vo.,"78 x 51, pp. 335, 6s, net",LONGMANS,Oct. 16
"Maturin (B.W.)-The Fruits of the life of prayer. 8vo. 8 X 5}, swd. 3d. net....LONGMANS, Jan. 16",149,157,,Maturin (B.W.),The Fruits of the life of prayer.,8vo.,"8 X 5}, swd. 3d. net....",LONGMANS,Jan. 16
"Matuside , Keruyn de Meeremave becomes move the Pape Bolessa Mawson (F.)-Mining hand-sketching and draw- ing. 20 plates. Folio 14 X 77, pp. 48, Is. 6d. net SPON, Jan. 16",149,157,"Matuside , Keruyn de Meeremave becomes move the Pape Bolessa",Mawson (F.),Mining hand-sketching and draw- ing. 20 plates.,Folio,"14 X 77, pp. 48, Is. 6d. net",SPON,Jan. 16
"Maud (Constance E.)-No surrender. Cr. 8vo. 7} * 5, pp. 328, is. net DUCKWORTH, Dec. 16",149,157,,Maud (Constance E.),No surrender.,Cr. 8vo.,"7} * 5, pp. 328, is. net",DUCKWORTH,Dec. 16
"Maud (Constance Elizabeth)-Angélique. (Le P'tit Chou.) Cheaper ed. Cr. 8vo. 74 x 5, pp. 265, Is. net . DUCKWORTH, Nov. 16",149,157,,Maud (Constance Elizabeth),Angélique. (Le P'tit Chou.) Cheaper ed.,Cr. 8vo.,"74 x 5, pp. 265, Is. net .",DUCKWORTH,Nov. 16
"Maud (John P.)—Life for everyman. Cheaper ed. Cr. 8vo. 71 x 41, pp. 198, swd. is. 6d. net GARDNER, D., Apr. 16",149,157,,Maud (John P.),Life for everyman. Cheaper ed.,Cr. 8vo.,"71 x 41, pp. 198, swd. is. 6d. net","GARDNER, D.",Apr. 16
"Maude (A.)--Simple family prayers. Cr. 8vo. 71 x 5, swd. Is. net .LONGMANS, Sep. 16",149,157,,Maude (A.),Simple family prayers.,Cr. 8vo.,"71 x 5, swd. Is. net .",LONGMANS,Sep. 16
"Maude (F. N., Col.) and Scudamore (Frank) - Sprechen Sie Deutsch and Parley voo prac. French and German phrases and how to pronounce them, for daily use by soldiers. 3* 5, pp. 39, 4d. .F. GROOM, Aug. 16",149,157,,"Maude (F. N., Col.) and Scudamore (Frank)","Sprechen Sie Deutsch and Parley voo prac. French and German phrases and how to pronounce them, for daily use by soldiers.",,"3* 5, pp. 39, 4d. .",F. GROOM,Aug. 16
"Maude (Sophie)—The Hermit and the King: a fulfilment of Mgr. R. H. Benson's prophecy of Richard Raynal. 7*X5, pp. 260, 28. 60. WASHBOURNE, July 16",149,157,,Maude (Sophie),The Hermit and the King: a fulfilment of Mgr. R. H. Benson's prophecy of Richard Raynal.,,"7*X5, pp. 260, 28. 60.",WASHBOURNE,July 16
