original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Whiting (Lilian)—The Adventure beautiful. Repr. Cr. 8vo. 71 x5, pp. 250, 65. net GAY & H., Dec. '18",241.0,257.0,,Whiting (Lilian),The Adventure beautiful. Repr.,Cr. 8vo.,"71 x5, pp. 250, 65. net",GAY & H.,Dec. '18
"Whito (Albert C.) ed.--A Little book of Irish verse, 18mo. 64X47, pp. 80, is, net HEATH, C., Sep. '18",241.0,257.0,,Whito (Albert C.) ed.,"A Little book of Irish verse,",18mo.,"64X47, pp. 80, is, net","HEATH, C.",Sep. '18
"Whito (F. M.)—Blackmail ! Cr. 8vo. 71 x 5, pp. 316, 5s. net........ WARD, LOCK, Od. '18",241.0,257.0,,Whito (F. M.),Blackmail !,Cr. 8vo.,"71 x 5, pp. 316, 5s. net........","WARD, LOCK",Od. '18
"Whitman (Walt)-Songs of the open road. 6d. (Arden Bks.) ST. CATHERINE PR., Sep. '18",242.0,258.0,,Whitman (Walt),Songs of the open road.,,6d. (Arden Bks.),ST. CATHERINE PR.,Sep. '18
"Whitmes (s. J.)-Is man the product of evolution? 74 x 44, pp. 24, 6d. net .. HEADLEY, J une '18",242.0,258.0,,Whitmes (s. J.),Is man the product of evolution?,,"74 x 44, pp. 24, 6d. net ..",HEADLEY,J une '18
"Whiton (James M.)-The Life of God in the life of His world. 8vo. pp. 69, 35. FUNK & W., Sep. '18",242.0,258.0,,Whiton (James M.),The Life of God in the life of His world.,8vo.,"pp. 69, 35.",FUNK & W.,Sep. '18
"Whittaker (C. M.)-The Application of the coal tar dyestuffs : the principles involved and the methods employed. 8vo. 84 * 5, pp225, 78. 6d. net (Industrial chemistry : Modern dyeing methods) . BAILLIERE, Aug. '18",242.0,258.0,,Whittaker (C. M.),The Application of the coal tar dyestuffs : the principles involved and the methods employed.,8vo.,"84 * 5, pp225, 78. 6d. net (Industrial chemistry : Modern dyeing methods) .",BAILLIERE,Aug. '18
"Whittaker (Charl's R.) --Anatomy: Abdomen. 3rd ed. 8vo. pp. 88, is. 6d. (Catechism ser.) E. & S. LIVINGSTONE, Sep. '18",242.0,258.0,,Whittaker (Charl's R.),Anatomy: Abdomen. 3rd ed.,8vo.,"pp. 88, is. 6d. (Catechism ser.)",E. & S. LIVINGSTONE,Sep. '18
"Whittaker (Joseplı) — Tumblefold. Cr. 8vo. 7! X 5, pp. 300, 6s. vet ........ JENKINS, May '18",242.0,258.0,,Whittaker (Joseplı),Tumblefold.,Cr. 8vo.,"7! X 5, pp. 300, 6s. vet ........",JENKINS,May '18
"Whittaker (Rt. Hon. Sir T. P.)-Temperance reform and state purchase: some lessons of the past. 8vo. pp.28, 30.... .....P. S. KING, Aug.'18",242.0,258.0,,Whittaker (Rt. Hon. Sir T. P.),Temperance reform and state purchase: some lessons of the past.,8vo.,"pp.28, 30.... .....",P. S. KING,Aug.'18
