original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Wart disease of potatoes. 8vo., 91 x6, pp. 40, IS. net “SHREWSBURY CHRONICLE,"" Apr. 12",311,321,,,Wart disease of potatoes.,8vo.,"91 x6, pp. 40, IS. net","""SHREWSBURY CHRONICLE,""",Apr. 12
"Ward (Wilfrid)—William George Ward and the Catholic Revival. Reissue with a new pref, 8vo. 9 X54, pp. 514, 6s, 6d. net LONGMANS, Oct. 12",311,321,,Ward (Wilfrid),"William George Ward and the Catholic Revival. Reissue with a new pref,",8vo.,"9 X54, pp. 514, 6s, 6d. net",LONGMANS,Oct. 12
"Warden (Florence)—The Beauty doctor. Cr. 8vo., pp. 294, swd, is, net GREENING, Feb. 12",311,321,,Warden (Florence),The Beauty doctor.,Cr. 8vo.,"pp. 294, swd, is, net",GREENING,Feb. 12
"Warden (Florence)—The Beauty of the family. 8vo., Swd, 6d. ....F. V. WHITE, June 12",311,321,,Warden (Florence),The Beauty of the family.,"8vo.,","Swd, 6d. ....",F. V. WHITE,June 12
"Warden (Florence)—The Case for the lady. 8vo. swd. 6d. ..GREENING, Mar. 12",311,321,,Warden (Florence),The Case for the lady.,8vo.,swd. 6d. ..,GREENING,Mar. 12
"Warden (Florence)-The Fight for a soul. Cr. 8vo,, 7} x 4, pp. 288, 6s... DIGBY, L., Sep. 12",311,321,,Warden (Florence),The Fight for a soul.,"Cr. 8vo,","7} x 4, pp. 288, 6s...","DIGBY, L.",Sep. 12
"Warden (Florence)-Lord Petworth's daughter. Cr. 8vo. 6s. .. WARD, L., Dec, 12",311,321,,Warden (Florence),Lord Petworth's daughter.,Cr. 8vo.,6s. ..,"WARD, L.","Dec, 12"
"Warden (Florence)--The Matheson money. 12mo. 6d, net .LONG, Sep. 12",311,321,,Warden (Florence),The Matheson money.,12mo.,"6d, net .",LONG,Sep. 12
"Warden (Florence)-Mollie the handful. Cr. 8vo. 74 X5, pp. 320, 6s. ...F. V. WHITE, Feb. 12",311,321,,Warden (Florence),Mollie the handful.,Cr. 8vo.,"74 X5, pp. 320, 6s. ...",F. V. WHITE,Feb. 12
"Warden (Florence)-The Socialism of Lady Jim. 8vo., swd, 6d. DIGBY, L., Jan. 12",311,321,,Warden (Florence),The Socialism of Lady Jim.,"8vo.,","swd, 6d.","DIGBY, L.",Jan. 12
"Warden (Florence)—The Things that women do. Cr. 8vo., 7* X5, pp. 320, 6s. F. V. WHITE, June 12",311,321,,Warden (Florence),The Things that women do.,Cr. 8vo.,"7* X5, pp. 320, 6s.",F. V. WHITE,June 12
"Warden (Gertrude)—The Path of virtue : romance of the musical comedy stage. Cr. 8vo. 74 X5, pp. 320, 6s. ..F. V. WHITE, Feb, 12",311,321,,Warden (Gertrude),The Path of virtue : romance of the musical comedy stage.,Cr. 8vo.,"74 X5, pp. 320, 6s. ..",F. V. WHITE,"Feb, 12"
"Warden (Gertrude)—The Woman who tempted. Cr. 8vo., 73 x5, pp. 304, 6s... WARD, L., Apr. 12",311,321,,Warden (Gertrude),The Woman who tempted.,Cr. 8vo.,"73 x5, pp. 304, 6s...","WARD, L.",Apr. 12
"Ware (Fabian)— The Worker and his country. Cr. 8vo. 78 X 5, pp. 404, 5s. net E. ARNOLD, Nov. 12",311,321,,Ware (Fabian),The Worker and his country.,Cr. 8vo.,"78 X 5, pp. 404, 5s. net",E. ARNOLD,Nov. 12
"Warfare (Land). Is. 3d. (post free) WYMAN, Sep. 12",311,321,,,Warfare (Land).,,Is. 3d. (post free),WYMAN,Sep. 12
"Warner (George Townsend)—Tillage, trade and invention : an outline of industrial history. Cr. 8vo. 73 x 41, pp. 206, 2s. BLACKIE, Sep. 12",311,321,,Warner (George Townsend),"Tillage, trade and invention : an outline of industrial history.",Cr. 8vo.,"73 x 41, pp. 206, 2s.",BLACKIE,Sep. 12
"Warner (I. E. T.)—In light and darkness—hope : Verses. 16mo.,, IS, 6d. net K. PAUL, May 12",311,321,,Warner (I. E. T.),In light and darkness—hope : Verses.,16mo.,",, IS, 6d. net",K. PAUL,May 12
"Warner (P. F.)-England v. Australia : the record of a memorable tour. Illus. 8vo. 9 X5}, pp. 298, 75. 6d. net ......MILLS & B., May 12",311,321,,Warner (P. F.),England v. Australia : the record of a memorable tour. Illus.,8vo.,"9 X5}, pp. 298, 75. 6d. net ......",MILLS & B.,May 12
"Wamer (P. F.)-England v. Australia : the record of a memorable tour. Large paper edit. 4to., 2IS. net MILLS & B., June 12",311,321,,Wamer (P. F.),England v. Australia : the record of a memorable tour. Large paper edit.,4to.,2IS. net,MILLS & B.,June 12
"Wamer (S. A.) ed.-Concerning religious educa. tion. 12mo., Is. 6d. net; limp, is, net HEADLEY, Dec. 12",311,321,,Wamer (S. A.) ed.,Concerning religious educa. tion.,12mo.,"Is. 6d. net; limp, is, net",HEADLEY,Dec. 12
"Warrack (John)-Greek sculpture : one hundred illus. With an intro. Ryl. 8vo. 104 x73, pp. 30 and plates, 3s. 6d. net ..0. SCHULTZE, Sep. 12",311,321,,Warrack (John),Greek sculpture : one hundred illus. With an intro.,Ryl. 8vo.,"104 x73, pp. 30 and plates, 3s. 6d. net ..",0. SCHULTZE,Sep. 12
"Warren (Charles)—A History of the American Bar. Demy 8vo., pp. 598, 16s. net CAMB. UNIV. PRESS, Feb. 12",311,321,,Warren (Charles),A History of the American Bar.,Demy 8vo.,"pp. 598, 16s. net",CAMB. UNIV. PRESS,Feb. 12
"Warren (Herbert)—Jainism. 8vo., pp. 138, is. net LUZAC, Dec. 12",311,321,,Warren (Herbert),Jainism.,8vo.,"pp. 138, is. net",LUZAC,Dec. 12
"Warwick (Anne)—The Unknown woman. Cr. 8vo., 71 x 41, pp. 318, 6s. . .MILLS & B., June 12",311,321,,Warwick (Anne),The Unknown woman.,Cr. 8vo.,"71 x 41, pp. 318, 6s. . .",MILLS & B.,June 12
"Washburn (Stanley)—Trails, trappers, and tender- feet in the new empire of western Canada. Illus. 8vo. 9 X 51, pp. 366, 1os. 6d. net A. MELROSE, Oct. 12",311,321,,Washburn (Stanley),"Trails, trappers, and tender- feet in the new empire of western Canada. Illus.",8vo.,"9 X 51, pp. 366, 1os. 6d. net",A. MELROSE,Oct. 12
"Washington (Booker T.) The Man farthest down : a record of observation and study in Europe. 8vo., 8 X 5, pp. 396, 6s, net.... UNWIN, Sep. 12",311,321,,Washington (Booker T.),The Man farthest down : a record of observation and study in Europe.,8vo.,"8 X 5, pp. 396, 6s, net....",UNWIN,Sep. 12
"Washington (Booker T.)—My larger education. being chapters from my experience. Cr. 8vo 81 X 5, pp. 322, 6s. ..HODDER & S., Jan. 12",311,321,,Washington (Booker T.),My larger education. being chapters from my experience.,Cr. 8vo,"81 X 5, pp. 322, 6s. ..",HODDER & S.,Jan. 12
"Wash man (Erich)—The Berlin discussion of the problem of evolution. 2nd impres. 8vo. 88 x 55, pp. 282, 6s. net K. PAUL, May 12",311,321,,Wash man (Erich),The Berlin discussion of the problem of evolution. 2nd impres.,8vo.,"88 x 55, pp. 282, 6s. net",K. PAUL,May 12
"Wason (Robert Alexander)—Happy Hawkins. Cr. 8vo. 74 x 5, pp. 362, 6s. . . RICHARDS, May 12",311,321,,Wason (Robert Alexander),Happy Hawkins.,Cr. 8vo.,"74 x 5, pp. 362, 6s. . .",RICHARDS,May 12
"Wason (Robert Alexander)—The Knight-errant : a novel of to-day. Cr. 8vo. 73 X5, pp. 408, 6s. RICHARDS, Nov. 12",311,321,,Wason (Robert Alexander),The Knight-errant : a novel of to-day.,Cr. 8vo.,"73 X5, pp. 408, 6s.",RICHARDS,Nov. 12
"Watanna (Onoto)—The Honorable Miss Moon- light. Cr. 8vo. 71 X5, pp. 184, 35. 6d. HARPER, Oct. 12",311,321,,Watanna (Onoto),The Honorable Miss Moon- light.,Cr. 8vo.,"71 X5, pp. 184, 35. 6d.",HARPER,Oct. 12
"Water supply, Metropolitan. Extract from Annual report of L.G.B. IS, 6d. WYMAN, May 12",311,321,,,"Water supply, Metropolitan. Extract from Annual report of L.G.B.",,"IS, 6d.",WYMAN,May 12
"Water supply (Metropolitan) Report of, April, 1912. 7 d. (post free) ...WYMAN, Aug. 12",311,321,,,"Water supply (Metropolitan) Report of, April, 1912.",,7 d. (post free),WYMAN,Aug. 12
"Watson (Sydney)—The Lure of a soul: bewitched by spiritualism. Cr. 8vo. 71 X48, pp. 272, Is. 60 NICHOLSON, Nov. 12",312,322,,Watson (Sydney),The Lure of a soul: bewitched by spiritualism.,Cr. 8vo.,"71 X48, pp. 272, Is. 60",NICHOLSON,Nov. 12
"Waterman (Nixon) and Bumby (Fred E.)- Boy wanted"": a book of cheerful counsel. Cr. 8vo. 71 x5), pp. 190, 25. 6d. net HARRAP, Aug. 12",312,322,,Waterman (Nixon) and Bumby (Fred E.),"Boy wanted"": a book of cheerful counsel.",Cr. 8vo.,"71 x5), pp. 190, 25. 6d. net",HARRAP,Aug. 12
"Watney (Charles) and Little (James A.)—Indus- trial warfare : the aims and claims of capital and labour. Cr. 8vo. 74 X5, pp. 364, 6s. net MURRAY, Oct. 12",312,322,,Watney (Charles) and Little (James A.),Indus- trial warfare : the aims and claims of capital and labour.,Cr. 8vo.,"74 X5, pp. 364, 6s. net",MURRAY,Oct. 12
"Watson (Aaron)—Tennyson. 12mo., 61. net (People's books). · JACK, Nov. 12",312,322,,Watson (Aaron),Tennyson.,12mo.,61. net (People's books).,JACK,Nov. 12
"Watson (Sir C. M.)—The Story of Jerusalem. 12mo. 7 X41, pp. 350, 4s. 6d. net, Ithr. 5s. 6d. net (Mediæval towns series)....DENT, Apr. 12",312,322,,Watson (Sir C. M.),The Story of Jerusalem.,12mo.,"7 X41, pp. 350, 4s. 6d. net, Ithr. 5s. 6d. net (Mediæval towns series)....",DENT,Apr. 12
"Watson (David)—Social problems and the Church's duty. 18mo., swd., 6d. net (Guild text books) ,BLACK, Aug. 12",312,322,,Watson (David),Social problems and the Church's duty.,"18mo.,","swd., 6d. net (Guild text books)",BLACK,Aug. 12
"Watson (E. J.)--A Tale of Wulstan. Cr. 8vo., pp. 42, swd. is. net. (Arrow booklets) ARROWSMITH, Dec. 12",312,322,,Watson (E. J.),A Tale of Wulstan.,Cr. 8vo.,"pp. 42, swd. is. net. (Arrow booklets)",ARROWSMITH,Dec. 12
"Watson (Foster) ed.--Vives and the Renascence education of women. Cr. 8vo. 7X41, pp. 276, 45. 6d. net (Educational classics) E. ARNOLD, Sep. 12",312,322,,Watson (Foster) ed.,Vives and the Renascence education of women.,Cr. 8vo.,"7X41, pp. 276, 45. 6d. net (Educational classics)",E. ARNOLD,Sep. 12
"Watson (J. A. S.)-Heredity. 12mo., 6d. net (The People's books) · JACK, Feb. 12",312,322,,Watson (J. A. S.),Heredity.,12mo.,6d. net (The People's books),JACK,Feb. 12
"Watson (John)—The Life of the Master. Cr. 8vo. 74 X47, pp. 418, 2s, net (Expositor's library) HODDER & S., Apr. 12",312,322,,Watson (John),The Life of the Master.,Cr. 8vo.,"74 X47, pp. 418, 2s, net (Expositor's library)",HODDER & S.,Apr. 12
"Watson (John)-The Mind of the Master, Cr. 8vo, 71 X41, pp. 408, 2s, net (Expositor's library) HODDER & S., Apr. 12",312,322,,Watson (John),"The Mind of the Master,","Cr. 8vo,","71 X41, pp. 408, 2s, net (Expositor's library)",HODDER & S.,Apr. 12
"Watt (A. J.) and Hayes (B. J.) eds.—Matriculation selections from Latin authors. Cape of Good Hope edit. Cr. 8vo., pp. 388, 25. 6d. (Univ. Tutorial ser.) CLIVE, Apr.12",312,322,,Watt (A. J.) and Hayes (B. J.) eds.,Matriculation selections from Latin authors. Cape of Good Hope edit.,Cr. 8vo.,"pp. 388, 25. 6d. (Univ. Tutorial ser.)",CLIVE,Apr.12
"Watt (L. Maclean)-Carlyle. 12mo. 6d. net (The People's books) ..JACK, Sep. 12",312,322,,Watt (L. Maclean),Carlyle.,12mo.,6d. net (The People's books),JACK,Sep. 12
"Watt (Lauchlan Maclean)--Literature and life Cr. 8vo. 78 X44, pp. 146, Is. 6d. net (Guild library). .BLACK, Apr. 12",312,322,,Watt (Lauchlan Maclean),Literature and life,Cr. 8vo.,"78 X44, pp. 146, Is. 6d. net (Guild library). .",BLACK,Apr. 12
"Watson (John) — The Interpretation of religious experience. The Gifford Lectures delivered in the University of Glasgow in the years 1910–12. 2 vols. Large post 8vo. 8} X5), pp. 390, 352, ea, ros, net .MACLEHOSE, Sep. 12",312,322,,Watson (John),The Interpretation of religious experience. The Gifford Lectures delivered in the University of Glasgow in the years 1910–12. 2 vols.,Large post 8vo.,"8} X5), pp. 390, 352, ea, ros, net .",MACLEHOSE,Sep. 12
"Waterbury (L. A.)—Laboratory manual for the use of students in testing materials of con- struction. Cr. 8vo., 6s. 6d. net CHAPMAN & H., A pr. 12",312,322,,Waterbury (L. A.),Laboratory manual for the use of students in testing materials of con- struction.,Cr. 8vo.,6s. 6d. net,CHAPMAN & H.,A pr. 12
"Waterer (Gladys)— The Third chance : a story of stage, life, and love. Cr. 8vo. 78 X 44, pp. 320 6s. ....G. ALLEN, Apr. 12",312,322,,Waterer (Gladys),"The Third chance : a story of stage, life, and love.",Cr. 8vo.,"78 X 44, pp. 320 6s. ....",G. ALLEN,Apr. 12
"Waterhouse (E.)—Verses. 2nd edit., enlarged. Izmo., bds. 28. net ...METHUEN, Dec. 12",312,322,,Waterhouse (E.),"Verses. 2nd edit., enlarged.","Izmo.,",bds. 28. net,METHUEN,Dec. 12
"Waterhouse (Paul) -Old towns and new needs ; and, The Town extension plan, by Raymond Unwin, Being the Warburton Lectures on Town Planning. In one vol. 9'illus. 8vo. 61 X 81, pp. 70, swd. is. net MANCHESTER UNIV. PRESS, June 12",312,322,,Waterhouse (Paul),"Old towns and new needs ; and, The Town extension plan, by Raymond Unwin, Being the Warburton Lectures on Town Planning.",8vo.,"In one vol. 9'illus. 61 X 81, pp. 70, swd. is. net",MANCHESTER UNIV. PRESS,June 12
"Waterlow (Sidney) ed.-In praise of Cambridge : an anthology in prose and verse. 8vo. 9x5, pp. 232, 55. net.. . CONSTABLE, June 12",312,322,,Waterlow (Sidney) ed.,In praise of Cambridge : an anthology in prose and verse.,8vo.,"9x5, pp. 232, 55. net.. .",CONSTABLE,June 12
"Waterman (Nixon)--The Girl wanted : a book of friendly thoughts. Imp. 16mo. 74 X54, pp. 184, 2s. 6d. net .HARRAP, Sep. 12",312,322,,Waterman (Nixon),The Girl wanted : a book of friendly thoughts.,Imp. 16mo.,"74 X54, pp. 184, 2s. 6d. net .",HARRAP,Sep. 12
"Watkinson (W. L.)-Intensive culture. 16mo., swd., 4d. net ....NATIONAL COUNCIL, Dec. 12",312,322,,Watkinson (W. L.),Intensive culture.,16mo.,"swd., 4d. net ....",NATIONAL COUNCIL,Dec. 12
"Watkinson (W. L.)—The Gates of dawn : devo- tional readings for a year. Cr. 8vo. 8 X55, pp. .392, 39. 60. net ...PILGRIM PRESS, Oct. 12",312,322,,Watkinson (W. L.),The Gates of dawn : devo- tional readings for a year.,Cr. 8vo.,"8 X55, pp. .392, 39. 60. net",PILGRIM PRESS,Oct. 12
"Watkinson (W. L.)-Life's unexpected issues, and other papers on character and conduct. Cr. 8vo., 7* X5, pp. 250, 35. 6d. CASSELL, Mar. 12",312,322,,Watkinson (W. L.),"Life's unexpected issues, and other papers on character and conduct.",Cr. 8vo.,"7* X5, pp. 250, 35. 6d.",CASSELL,Mar. 12
"Watson (Alexandra)—“ Denham's ” ; or, A Web of life. Cr. 8vo. 74 X5, pp. 320, 6s. SMITH, E., Mar. 12",312,322,,Watson (Alexandra),""" Denham's ""; or, A Web of life.",Cr. 8vo.,"74 X5, pp. 320, 6s.","SMITH, E.",Mar. 12
"Watson (E. H. Lacon)—The Family living. Cr. 8vo. 71 X 4, pp. 380, 6s.....MURRAY, Apr. 12",312,322,,Watson (E. H. Lacon),The Family living.,Cr. 8vo.,"71 X 4, pp. 380, 6s.....",MURRAY,Apr. 12
"Watson (Frederick)-Little incidents. I2mo. 7X4, pp. 218, 25. 6d. net HODDER & S., Apr. 12",312,322,,Watson (Frederick),Little incidents.,I2mo.,"7X4, pp. 218, 25. 6d. net",HODDER & S.,Apr. 12
"Watson (Frederick)—The Ghost rock; or, White man's gold, Cr. 8vo. 8 X5, pp. 288, 35. 6d. NISBET, Sep. 12",312,322,,Watson (Frederick),"The Ghost rock; or, White man's gold,",Cr. 8vo.,"8 X5, pp. 288, 35. 6d.",NISBET,Sep. 12
"Watson (G. L. de St. M.)-A Polish exile with Napoleon. 8vo. 9X51, pp. 316, 125. 6d. net HARPER, Feb 12",312,322,,Watson (G. L. de St. M.),A Polish exile with Napoleon.,8vo.,"9X51, pp. 316, 125. 6d. net",HARPER,Feb 12
"Watson (H. B. Marriott)—The Adventurers. 12m 7d. net.... ..EVERETT, Sep. 12",312,322,,Watson (H. B. Marriott),The Adventurers.,,12m 7d. net....,EVERETT,Sep. 12
"Watson (H. B. Marriott)—The Big fish. Cr. 8vo. 74 x5, pp. 322, 6s. .METHUEN, July 12",312,322,,Watson (H. B. Marriott),The Big fish.,Cr. 8vo.,"74 x5, pp. 322, 6s. .",METHUEN,July 12
