original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Perkins (L. F.)-The Dutch twins. 4to., 35. 6d. net CONSTABLE, Mar. 12",231,241,,Perkins (L. F.),The Dutch twins.,4to.,35. 6d. net,CONSTABLE,Mar. 12
"Peronne Marie : a spiritual daughter of Saint Francis de Sales, 1586-1637. By a Religious of the Visitation. Cr. 8vo., 35. 6d. net BURNS & O., Jan. 12",231,241,,,"Peronne Marie : a spiritual daughter of Saint Francis de Sales, 1586-1637. By a Religious of the Visitation.",Cr. 8vo.,35. 6d. net,BURNS & O.,Jan. 12
"Perrett (G. B.) ed.-A Constitution in making, 1660-1714. Cr. 8vo. 71 X41, pp. 128, is. net BELL, Sep. 12",231,241,,Perrett (G. B.) ed.,"A Constitution in making, 1660-1714.",Cr. 8vo.,"71 X41, pp. 128, is. net",BELL,Sep. 12
"Perreyne (H.)-Eight meditations selected from The Meditations on the way of the Cross. 16mo., is. net........ ...GARDNER, D., Mar. 12",231,241,,Perreyne (H.),Eight meditations selected from The Meditations on the way of the Cross.,16mo.,is. net........ ...,"GARDNER, D.",Mar. 12
"Perrin (Alice)-The Anglo-Indians. Cr. 8vo. 71 X5, pp. 316, 6s. METHUEN, Aug. 12",231,241,,Perrin (Alice),The Anglo-Indians.,Cr. 8vo.,"71 X5, pp. 316, 6s.",METHUEN,Aug. 12
"Perrin (Alice)—The Charm. Pop. edit. I2mo., pp. 276, is. net .METHUEN, May 12",231,241,,Perrin (Alice),The Charm. Pop. edit.,I2mo.,"pp. 276, is. net .",METHUEN,May 12
"Perrin (Alice)-Idolatry. New impres. Cr. 8vo. 74 x 48, pp. 400, 2s, net...... ..CHATTO, Feb. 12",231,241,,Perrin (Alice),Idolatry. New impres.,Cr. 8vo.,"74 x 48, pp. 400, 2s, net...... ..",CHATTO,Feb. 12
"Perris (George Herbert)-Germany and the German Emperor. 8vo. 9 X5 , pp. 528, 129. 6d. net ...A. MELROSE, Oct. 12",231,241,,Perris (George Herbert),Germany and the German Emperor.,8vo.,"9 X5 , pp. 528, 129. 6d. net ",A. MELROSE,Oct. 12
"Perris (George Herbert)–Our foreign policy and Sir Edward Grey's failure. Cr. 8vo. 78 x 5, pp. 248, 25. 6d. net......A. MELROSE, Mar. 12",231,241,,Perris (George Herbert),Our foreign policy and Sir Edward Grey's failure.,Cr. 8vo.,"78 x 5, pp. 248, 25. 6d. net......",A. MELROSE,Mar. 12
"Perry (Frances Foster)— Their hearts' desire. Cr. 8vo. 73 X 41, pp. 206, 25. net..PUTNAM, Sep. 12",231,241,,Perry (Frances Foster),Their hearts' desire.,Cr. 8vo.,"73 X 41, pp. 206, 25. net..",PUTNAM,Sep. 12
"Perry (Ralph Barton)-Present philosophical tendencies : a critical survey of naturalism, idealism, pragmatism and realism, &c. 8vo., IOS. 6d. net.. .LONGMANS, Mar. 12",231,241,,Perry (Ralph Barton),"Present philosophical tendencies : a critical survey of naturalism, idealism, pragmatism and realism, &c.",8vo.,IOS. 6d. net.. .,LONGMANS,Mar. 12
"Perry's Directory of Great Britain and Ireland and Continental and Colonial mercantile guide, 1912. Ryl. 8vo., II X7, pp. 3,198, 30s. PERRY, Feb. 12",231,241,,,"Perry's Directory of Great Britain and Ireland and Continental and Colonial mercantile guide, 1912.",Ryl. 8vo.,"II X7, pp. 3,198, 30s.",PERRY,Feb. 12
"Perse playbooks. No. 1, Dramatic work by the boys of the Perse School, Cambridge. With a forewood by Dr. W. H. D. Rouse and an essay on the teaching of drama. 4to., pp. 48, bds. HEFFER, June 12",231,241,,,"Perse playbooks. No. 1, Dramatic work by the boys of the Perse School, Cambridge. With a forewood by Dr. W. H. D. Rouse and an essay on the teaching of drama.",4to.,"pp. 48, bds.",HEFFER,June 12
"Perse playbooks. No. 2, Poems and ballads by boys of the Perse School, Cambridge, and an essay on boy poets. 4to. 8} x64, pp. 70, bds., IS. 64. net ..HEFFER, Nov. 12",231,241,,,"Perse playbooks. No. 2, Poems and ballads by boys of the Perse School, Cambridge, and an essay on boy poets.",4to.,"8} x64, pp. 70, bds., IS. 64. net",HEFFER,Nov. 12
"Persia, Affairs of: Correspondence (post free). is. 9d. WYMAN, Apr. 12",231,241,,,"Persia, Affairs of: Correspondence (post free).",,is. 9d.,WYMAN,Apr. 12
"Personal Calendar (The): a monthly index to political, official, and social changes. No. 1. 60. E. MANSFIELD, Feb. 12",231,241,,,"Personal Calendar (The): a monthly index to political, official, and social changes. No. 1.",,60.,E. MANSFIELD,Feb. 12
"Pesel (L. F.)-Stitches from old embroideries. Ryl. 8vo., cards in case, 155, net P. LUND, Nov. 12",231,241,,Pesel (L. F.),Stitches from old embroideries.,Ryl. 8vo.,"cards in case, 155, net",P. LUND,Nov. 12
