original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Paterson (W. P.)- In the day of the ordeal. 8vo. 81 x 54, pp. 262, 45. 6d. net CLARK, Apr. 17",168,176,,Paterson (W. P.),In the day of the ordeal.,8vo.,"81 x 54, pp. 262, 45. 6d. net",CLARK,Apr. 17
"Paterson's Licensing Acts, 1917. BUTTERWORTH, Jan. 17",168,176,,,"Paterson's Licensing Acts, 1917.",,,BUTTERWORTH,Jan. 17
"Pathology and Therapeutics, Jl. of Comparative. Vcl. 30, pts. 1–3. Ryl. 8vo. ea. pt. 25. 6d. net MACMILLAN, May-Sep. '17",168,176,,,"Pathology and Therapeutics, Jl. of Comparative. Vcl. 30, pts. 1–3.",Ryl. 8vo.,ea. pt. 25. 6d. net,MACMILLAN,May-Sep. '17
"Paton (David)-Early Egyptian records of travel. Vol. 2, Some texts of the 18th Dynasty, excl. of the Annals of Thutmosis III [Materials for a historical geography of Western Asia), repro. by photography. Ryl. 4to. 124 X 10, pp. 60, 325. 6d. net . MILFORD, Feb. 17",168,176,,Paton (David),"Early Egyptian records of travel. Vol. 2, Some texts of the 18th Dynasty, excl. of the Annals of Thutmosis III [Materials for a historical geography of Western Asia), repro. by photography.",Ryl. 4to.,"124 X 10, pp. 60, 325. 6d. net .",MILFORD,Feb. 17
"Paton's List of schools and tutors, 1917–1918. Cr. 8vo. 7} X 5, pp. 1024, 2s. ..PATON, Sep. '17",168,176,,,"Paton's List of schools and tutors, 1917–1918.",Cr. 8vo.,"7} X 5, pp. 1024, 2s. ..",PATON,Sep. '17
"Patornoster (Sidney)—The Great gift. Cr. 8vo. 71 x 5, pp. 310, 6s.. ......LANE, July '17",168,176,,Patornoster (Sidney),The Great gift.,Cr. 8vo.,"71 x 5, pp. 310, 6s..",LANE,July '17
"Patriotic Fund Corp. (Royal) Statutory cite. Naval and Military War Pensions, &c., Act, 1915: Rgns. Pt. 2, Supp. separation allow- ances, &c., and Instruc. for local committees. Rev. ed., Dec., 1916. 3d. WYMAN, Jan. 17",168,176,,,"Patriotic Fund Corp. (Royal) Statutory cite. Naval and Military War Pensions, &c., Act, 1915: Rgns. Pt. 2, Supp. separation allow- ances, &c., and Instruc. for local committees. Rev. ed., Dec., 1916.",,3d.,WYMAN,Jan. 17
"Patriots—and people. By the authors of The Hun-hunters."" Fol. utx 8, pp. 45, 35. 6d. net .RICHARDS, June 17",168,176,,,"Patriots—and people. By the authors of The Hun-hunters.""",Fol.,"utx 8, pp. 45, 35. 6d. net .",RICHARDS,June 17
"Patry (Rose I.)-Daily drill for the voice : exer- cises composed to help men whose speech has been affected by shell-shock or other causes, and for stammerers and students of elocution. 81 x 54, pp. 15, 6d. (3, Lower Seymour St., W.) AUTHOR, Mar. 17",168,176,,Patry (Rose I.),"Daily drill for the voice : exer- cises composed to help men whose speech has been affected by shell-shock or other causes, and for stammerers and students of elocution.",,"81 x 54, pp. 15, 6d. (3, Lower Seymour St., W.)",AUTHOR,Mar. 17
"Patterson (A. M.)- A German-English dictionary for chenists. Cr. 8vo. gs. 6d. net CHAPMAN & H., June 17",168,176,,Patterson (A. M.),A German-English dictionary for chenists.,Cr. 8vo.,gs. 6d. net,CHAPMAN & H.,June 17
"Patterson (R. Stewart)-Romanian songs and ballads. 75 X 5, pp. 128, 35. 6d. net LONG, Aug. '17",168,176,,Patterson (R. Stewart),Romanian songs and ballads.,,"75 X 5, pp. 128, 35. 6d. net",LONG,Aug. '17
"Patterson (W. M.)-The Rhythm of prose : an experimental investigation of individual differ- ence in the sense of rhythm. 87 x 54, pp. 222, 55. 60. net (Columbia Univ. Studies in English and comparative literature) MILFORD, Aug. '17",168,176,,Patterson (W. M.),The Rhythm of prose : an experimental investigation of individual differ- ence in the sense of rhythm.,,"87 x 54, pp. 222, 55. 60. net (Columbia Univ. Studies in English and comparative literature)",MILFORD,Aug. '17
"Patterson (Williani R.) -- Language-student's manual. Cr. 8vo. 71 x 5, pp. 208, 2s. net K. PAUL, June 17",168,176,,Patterson (Williani R.),Language-student's manual.,Cr. 8vo.,"71 x 5, pp. 208, 2s. net",K. PAUL,June 17
