original_entry,page_num,doc_page_num,opening_bits,author(s),title,format,little_bits,publisher,date
"Broughton (Rhoda)—Between two stools. 6th ed. Cr. 8vo. 71 x 5, pp. 367, Is. 3d. net S. PAUL, Aug. '17",31,39,,Broughton (Rhoda),Between two stools. 6th ed.,Cr. 8vo.,"71 x 5, pp. 367, Is. 3d. net",S. PAUL,Aug. '17
"Brown (A. Barratt)-The Universal light: a statement of the Quaker faith. 81 x 54, pp. 16, id. (Harrogate : 30, Leadhall Lane) R. DAVIS, Nov. '17",31,39,,Brown (A. Barratt),The Universal light: a statement of the Quaker faith.,,"81 x 54, pp. 16, id. (Harrogate : 30, Leadhall Lane)",R. DAVIS,Nov. '17
"Brown (Alice) --Bromley neighbourhood. Cr. 8vo. 78 x 54, pp. 418, 6s. .MACMILLAN, July ’17",31,39,,Brown (Alice),Bromley neighbourhood.,Cr. 8vo.,"78 x 54, pp. 418, 6s. .",MACMILLAN,July ’17
"Brown (Charles H., Capt.)- Meteorology for masters and mates : being questions and answers. 2nd ed., enl. 8vo. 81x55, pp. 96, 28. 6d. net. J. BROWN, Oct. '17",31,39,,"Brown (Charles H., Capt.)","Meteorology for masters and mates : being questions and answers. 2nd ed., enl.",8vo.,"81x55, pp. 96, 28. 6d. net.",J. BROWN,Oct. '17
"Brown (Charles H., Capt.)-Meteorology for masters and mates : being questions and answers. 8vo. 8} * 5), pp. 79, 28. 6d. net J. BROWN, May 17",31,39,,"Brown (Charles H., Capt.)",Meteorology for masters and mates : being questions and answers.,8vo.,"8} * 5), pp. 79, 28. 6d. net",J. BROWN,May 17
"Brown (Edward)-An Easy poultry guide. 18mo. 64 x 47, pp. 92, is. net PEARSON, Apr. 17",31,39,,Brown (Edward),An Easy poultry guide.,18mo.,"64 x 47, pp. 92, is. net",PEARSON,Apr. 17
"Brown (Ernest Faulkner)—The Pastoral Epistles. 8vo. 9X6, pp. 155, 6s. net (Westminster com- mentaries) METHUEN, Nov. '17",31,39,,Brown (Ernest Faulkner),The Pastoral Epistles.,8vo.,"9X6, pp. 155, 6s. net (Westminster com- mentaries)",METHUEN,Nov. '17
"Brown (George E.) and Mackie (A.)-Photo- graphic copyright. 8vo. IS. H. GREENWOOD, Dec. '17",31,39,,Brown (George E.) and Mackie (A.),Photo- graphic copyright.,8vo.,IS.,H. GREENWOOD,Dec. '17
"Brown (H. Spencer-) see Spencer-Brown. Brown (Henry H.)-Man's greatest discovery. 5th ed. 18mo. swd. is. 3d. net FOWLER, May'17",31,39,Brown (H. Spencer-) see Spencer-Brown. ,Brown (Henry H.),Man's greatest discovery. 5th ed.,18mo.,swd. is. 3d. net,FOWLER,May'17
"Brown (Henry H.)--Not hypnotism, but sugges- tion. 18mo, swd. is. 3d. net FOWLER, May 17",31,39,,Brown (Henry H.),"Not hypnotism, but sugges- tion.","18mo, swd.",is. 3d. net,FOWLER,May 17
"Brown (Henry H.)-The Master's touch. 8vo. Swd. Is. 3d. net ....FOWLER, May 17",31,39,,Brown (Henry H.),The Master's touch.,8vo.,Swd. Is. 3d. net,FOWLER,May 17
"Brown (J. Galvin) —The Cure for poverty. Cr. 8vo. 25. net. .S. PAUL, June '17",31,39,,Brown (J. Galvin),The Cure for poverty.,Cr. 8vo.,25. net. .,S. PAUL,June '17
"Brown (Kenneth)-Guide to the Registration of Business Names Act. 7X48, pp. 60, is. net PITMAN, Apr. 17",31,39,,Brown (Kenneth),Guide to the Registration of Business Names Act.,,"7X48, pp. 60, is. net",PITMAN,Apr. 17
"Brown (Louise)--Paul Strange : a novel. Cr. 8vo. 7} X 5, pp. 311, 5s. net HODDER & S., Mar. 17",31,39,,Brown (Louise),Paul Strange : a novel.,Cr. 8vo.,"7} X 5, pp. 311, 5s. net",HODDER & S.,Mar. 17
"Brown (S. D. C.)-The Story of Epaminondas. Ryl. 8vo. pp. 16, is. net HARRAP, Aug. '17",31,39,,Brown (S. D. C.),The Story of Epaminondas.,Ryl. 8vo.,"pp. 16, is. net",HARRAP,Aug. '17
"Brown (S. D. C.)-The Story of Henny-Penny. Ryl. 8vo. pp. 16, is. net .. HARRAP, Aug. '17",31,39,,Brown (S. D. C.),The Story of Henny-Penny.,Ryl. 8vo.,"pp. 16, is. net ..",HARRAP,Aug. '17
"Brown (W. Sorley)-War pen pictures. 7** 5+, pp. 48, is, net (Galashiels : Channel St.) J. MCQUEEN, May 17",31,39,,Brown (W. Sorley),War pen pictures.,,"7** 5+, pp. 48, is, net (Galashiels : Channel St.)",J. MCQUEEN,May 17
"Brown's B.-P. Boy Scouts' diary, 1918. 32mo. 4X3, pp. 216, 7d. net J. BROWN, Nov. '17",32,40,,,"Brown's B.-P. Boy Scouts' diary, 1918.",32mo.,"4X3, pp. 216, 7d. net",J. BROWN,Nov. '17
"Brown's Nautical almanac, harbour and dock guide and advertiser, and daily tide tables for 1918. Ed. by James R. Brown and by H. B. Goodwin. 8vo. 81 x 5, pp. 458, 2s. 6d. net; do., with Baltic lights, 3s. net J. BROWN, Sep. '17",32,40,,,"Brown's Nautical almanac, harbour and dock guide and advertiser, and daily tide tables for 1918. Ed. by James R. Brown and by H. B. Goodwin.",8vo.,"81 x 5, pp. 458, 2s. 6d. net; do., with Baltic lights, 3s. net",J. BROWN,Sep. '17
"Browne (Edith Ophelia) and Burton (John Richard) eds. Short biographies of the worthies of Worcestershire. 10X67, pp. 208, IOS. 6d. (Worcester : College St.) J. E. PHILLIPS, Mar. '17",32,40,,Browne (Edith Ophelia) and Burton (John Richard) eds.,Short biographies of the worthies of Worcestershire.,,"10X67, pp. 208, IOS. 6d. (Worcester : College St.)",J. E. PHILLIPS,Mar. '17
